invoice_id,vendor_name,risk_score,priority_action
7464,Office Srl,0.8427071,Monitor
7509,Office Srl,0.8891133,Immediate follow-up
7609,Office Srl,0.9357583,Immediate follow-up
7733,Office Srl,0.9575175,Immediate follow-up
9356,Office Srl,0.9496842,Immediate follow-up
9573,Office Srl,0.95391995,Immediate follow-up
9786,Office Srl,0.85598576,Immediate follow-up
868,Office Srl,0.7682455,Monitor
1514,Office Srl,0.8737258,Immediate follow-up
1583,Office Srl,0.82737833,Monitor
2582,Office Srl,0.84953016,Monitor
4219,Office Srl,0.837363,Monitor
6108,Office Srl,0.76043755,Monitor
8366,Office Srl,0.7636472,Monitor
4362,Office Srl,0.8095937,Monitor
5027,Office Srl,0.75182825,Monitor
5997,Office Srl,0.8965847,Immediate follow-up
6343,Office Srl,0.9122145,Immediate follow-up
8079,Office Srl,0.82825387,Monitor
9835,Office Srl,0.81273234,Monitor
8445,Office Srl,0.804076,Monitor
9710,Office Srl,0.80885965,Monitor
497,Office Srl,0.7957889,Monitor
1209,Office Srl,0.75306034,Monitor
1623,Office Srl,0.7561542,Monitor
1751,Office Srl,0.750918,Monitor
5468,Office Srl,0.80287683,Monitor
6162,Office Srl,0.8698564,Immediate follow-up
6259,Office Srl,0.7572062,Monitor
6975,Office Srl,0.89746374,Immediate follow-up
7213,Office Srl,0.86524105,Immediate follow-up
7725,Office Srl,0.85069966,Immediate follow-up
8266,Office Srl,0.8126733,Monitor
8989,Office Srl,0.80012643,Monitor
9378,Office Srl,0.84473455,Monitor
9561,Office Srl,0.84962213,Monitor
9843,Office Srl,0.86912847,Immediate follow-up
9916,Office Srl,0.9517476,Immediate follow-up
9997,Office Srl,0.966272,Immediate follow-up
712,Office Srl,0.88773084,Immediate follow-up
1331,Office Srl,0.8927516,Immediate follow-up
1432,Office Srl,0.80129,Monitor
2768,Office Srl,0.7798782,Monitor
3168,Office Srl,0.80785,Monitor
4922,Office Srl,0.7776902,Monitor
9053,Office Srl,0.7801329,Monitor
9928,Office Srl,0.80605423,Monitor
3659,Office Srl,0.8142374,Monitor
6089,Office Srl,0.8459015,Monitor
6466,Office Srl,0.8413908,Monitor
7332,Office Srl,0.7578543,Monitor
9559,Office Srl,0.78007823,Monitor
206,Office Srl,0.7509891,Monitor
861,Office Srl,0.85363764,Immediate follow-up
1674,Office Srl,0.92296445,Immediate follow-up
1833,Office Srl,0.872471,Immediate follow-up
1941,Office Srl,0.9098856,Immediate follow-up
3628,Office Srl,0.7947,Monitor
3940,Office Srl,0.8612052,Immediate follow-up
4374,Office Srl,0.8590885,Immediate follow-up
4786,Office Srl,0.8223769,Monitor
5002,Office Srl,0.8475552,Monitor
5524,Office Srl,0.87631136,Immediate follow-up
5637,Office Srl,0.8442784,Monitor
5904,Office Srl,0.81588763,Monitor
6746,Office Srl,0.83870226,Monitor
7410,Office Srl,0.7540129,Monitor
7614,Office Srl,0.816071,Monitor
7644,Office Srl,0.81754166,Monitor
7892,Office Srl,0.8648957,Immediate follow-up
8680,Office Srl,0.8729748,Immediate follow-up
9322,Office Srl,0.8766231,Immediate follow-up
432,Office Srl,0.8374759,Monitor
1076,Office Srl,0.88854027,Immediate follow-up
1523,Office Srl,0.9427863,Immediate follow-up
2508,Office Srl,0.98573005,Immediate follow-up
2773,Office Srl,0.8278861,Monitor
3172,Office Srl,0.91764444,Immediate follow-up
3742,Office Srl,0.92700803,Immediate follow-up
4413,Office Srl,0.79613894,Monitor
5074,Office Srl,0.7828616,Monitor
9023,Office Srl,0.78921247,Monitor
9043,Office Srl,0.80985254,Monitor
9517,Office Srl,0.8666667,Immediate follow-up
9694,Office Srl,0.7576549,Monitor
105,Office Srl,0.81422544,Monitor
1207,Office Srl,0.8431529,Monitor
2047,Office Srl,0.89700246,Immediate follow-up
3285,Office Srl,0.8309913,Monitor
3610,Office Srl,0.901794,Immediate follow-up
4247,Office Srl,0.8770644,Immediate follow-up
4337,Office Srl,0.91946507,Immediate follow-up
4540,Office Srl,0.86830205,Immediate follow-up
5109,Office Srl,0.97851515,Immediate follow-up
5142,Office Srl,0.97550327,Immediate follow-up
5245,Office Srl,0.9884576,Immediate follow-up
5439,Office Srl,0.98934186,Immediate follow-up
5749,Office Srl,0.89397764,Immediate follow-up
6533,Office Srl,0.8429947,Monitor
6925,Office Srl,0.8292752,Monitor
7355,Office Srl,0.8194977,Monitor
8660,Office Srl,0.9387564,Immediate follow-up
8867,Office Srl,0.8574859,Immediate follow-up
783,Office Srl,0.82245183,Monitor
2034,Office Srl,0.86061877,Immediate follow-up
6766,Office Srl,0.7553306,Monitor
7196,Office Srl,0.75247604,Monitor
7553,Office Srl,0.81435806,Monitor
8656,Office Srl,0.89357257,Immediate follow-up
8789,Office Srl,0.91335267,Immediate follow-up
338,Office Srl,0.7922866,Monitor
631,Office Srl,0.82178646,Monitor
4394,Office Srl,0.77450186,Monitor
4574,Office Srl,0.808722,Monitor
4662,Office Srl,0.8759064,Immediate follow-up
4835,Office Srl,0.9219444,Immediate follow-up
4849,Office Srl,0.8913097,Immediate follow-up
4893,Office Srl,0.9389557,Immediate follow-up
6389,Office Srl,0.994706,Immediate follow-up
7211,Office Srl,0.9924225,Immediate follow-up
7590,Office Srl,0.96272224,Immediate follow-up
7701,Office Srl,0.936042,Immediate follow-up
7871,Office Srl,0.96446204,Immediate follow-up
8625,Office Srl,0.97886926,Immediate follow-up
8682,Office Srl,0.9725762,Immediate follow-up
8885,Office Srl,0.86295724,Immediate follow-up
9278,Office Srl,0.781521,Monitor
9361,Office Srl,0.8883322,Immediate follow-up
9797,Office Srl,0.8972675,Immediate follow-up
5,Office Srl,0.91653854,Immediate follow-up
7152,Office Srl,0.8090441,Monitor
7195,Office Srl,0.84973675,Monitor
7421,Office Srl,0.8223049,Monitor
7671,Office Srl,0.8126734,Monitor
8518,Office Srl,0.7726007,Monitor
8698,Office Srl,0.7520152,Monitor
4985,Office Srl,0.82056105,Monitor
5088,Office Srl,0.8161531,Monitor
7568,Office Srl,0.81329274,Monitor
7697,Office Srl,0.9372021,Immediate follow-up
8009,Office Srl,0.7972386,Monitor
9234,Office Srl,0.76567906,Monitor
9853,Office Srl,0.87847567,Immediate follow-up
1130,Office Srl,0.89985996,Immediate follow-up
1556,Office Srl,0.8755715,Immediate follow-up
2413,Office Srl,0.8727691,Immediate follow-up
2591,Office Srl,0.90987676,Immediate follow-up
2815,Office Srl,0.96735984,Immediate follow-up
3224,Office Srl,0.8367501,Monitor
3666,Office Srl,0.9147918,Immediate follow-up
4077,Office Srl,0.97314227,Immediate follow-up
4257,Office Srl,0.96841276,Immediate follow-up
4707,Office Srl,0.95903707,Immediate follow-up
4865,Office Srl,0.97188765,Immediate follow-up
5256,Office Srl,0.95605737,Immediate follow-up
5786,Office Srl,0.9704716,Immediate follow-up
6473,Office Srl,0.8632335,Immediate follow-up
6718,Office Srl,0.91859996,Immediate follow-up
6784,Office Srl,0.7666683,Monitor
7064,Office Srl,0.9608671,Immediate follow-up
8762,Office Srl,0.8354901,Monitor
4599,Office Srl,0.79860175,Monitor
4962,Office Srl,0.830437,Monitor
5190,Office Srl,0.9134678,Immediate follow-up
5221,Office Srl,0.87736356,Immediate follow-up
6625,Office Srl,0.85244054,Immediate follow-up
8122,Office Srl,0.82580537,Monitor
8363,Office Srl,0.8699668,Immediate follow-up
588,Office Srl,0.9250635,Immediate follow-up
4101,Office Srl,0.7852542,Monitor
4318,Office Srl,0.7739653,Monitor
5345,Office Srl,0.78730285,Monitor
2230,Office Srl,0.7695794,Monitor
2403,Office Srl,0.83914113,Monitor
2644,Office Srl,0.9555794,Immediate follow-up
2646,Office Srl,0.8987358,Immediate follow-up
2836,Office Srl,0.8497493,Monitor
3334,Office Srl,0.8199956,Monitor
3531,Office Srl,0.82409346,Monitor
4635,Office Srl,0.78926444,Monitor
5314,Office Srl,0.81748,Monitor
6520,Office Srl,0.8020353,Monitor
7846,Office Srl,0.7864043,Monitor
1528,Office Srl,0.82639414,Monitor
2255,Office Srl,0.8551141,Immediate follow-up
2262,Office Srl,0.8299485,Monitor
2308,Office Srl,0.8635262,Immediate follow-up
3808,Office Srl,0.875078,Immediate follow-up
3881,Office Srl,0.8306768,Monitor
4129,Office Srl,0.90485185,Immediate follow-up
5272,Office Srl,0.8130694,Monitor
6720,Office Srl,0.81028223,Monitor
6861,Office Srl,0.78346264,Monitor
3793,Office Srl,0.8271154,Monitor
4896,Office Srl,0.87505335,Immediate follow-up
5730,Office Srl,0.89394385,Immediate follow-up
6785,Office Srl,0.85724473,Immediate follow-up
7559,Office Srl,0.91782874,Immediate follow-up
9270,Office Srl,0.8505494,Immediate follow-up
9499,Office Srl,0.8951266,Immediate follow-up
9535,Office Srl,0.8233259,Monitor
104,Office Srl,0.8342143,Monitor
602,Office Srl,0.77115506,Monitor
822,Office Srl,0.8383876,Monitor
1048,Office Srl,0.8505313,Immediate follow-up
2125,Office Srl,0.76923054,Monitor
3000,Office Srl,0.82624257,Monitor
3829,Office Srl,0.85232073,Immediate follow-up
4645,Office Srl,0.8276663,Monitor
4754,Office Srl,0.8102234,Monitor
5615,Office Srl,0.8940472,Immediate follow-up
7443,Office Srl,0.8513632,Immediate follow-up
8129,Office Srl,0.77197874,Monitor
8301,Office Srl,0.8381026,Monitor
8641,Office Srl,0.8149147,Monitor
8712,Office Srl,0.7898009,Monitor
8847,Office Srl,0.80995065,Monitor
8886,Office Srl,0.8707144,Immediate follow-up
9001,Office Srl,0.90794784,Immediate follow-up
9352,Office Srl,0.9467398,Immediate follow-up
9721,Office Srl,0.9651553,Immediate follow-up
9742,Office Srl,0.9428449,Immediate follow-up
9981,Office Srl,0.7981842,Monitor
247,Office Srl,0.95487005,Immediate follow-up
681,Office Srl,0.96032083,Immediate follow-up
714,Office Srl,0.8050499,Monitor
909,Office Srl,0.94218,Immediate follow-up
1019,Office Srl,0.8375706,Monitor
1483,Office Srl,0.8186196,Monitor
7200,Office Srl,0.7600729,Monitor
7640,Office Srl,0.7753065,Monitor
4020,Office Srl,0.767435,Monitor
4728,Office Srl,0.76600635,Monitor
8085,Office Srl,0.80571735,Monitor
8523,Office Srl,0.7818738,Monitor
359,Office Srl,0.8021062,Monitor
646,Office Srl,0.75953853,Monitor
2771,Office Srl,0.8253201,Monitor
2917,Office Srl,0.81112015,Monitor
3206,Office Srl,0.9115477,Immediate follow-up
3741,Office Srl,0.87638605,Immediate follow-up
5582,Office Srl,0.82516295,Monitor
6359,Office Srl,0.89215827,Immediate follow-up
7744,Office Srl,0.7786584,Monitor
9800,Office Srl,0.8425064,Monitor
74,Office Srl,0.8691558,Immediate follow-up
175,Office Srl,0.7627438,Monitor
230,Office Srl,0.87117773,Immediate follow-up
651,Office Srl,0.86936814,Immediate follow-up
1041,Office Srl,0.89827603,Immediate follow-up
1831,Office Srl,0.76876014,Monitor
1890,Office Srl,0.9037677,Immediate follow-up
8734,Office Srl,0.83304846,Monitor
8970,Office Srl,0.82427394,Monitor
339,Office Srl,0.9124378,Immediate follow-up
1160,Office Srl,0.8415438,Monitor
1255,Office Srl,0.7744434,Monitor
3049,Office Srl,0.8996657,Immediate follow-up
4065,Office Srl,0.8446123,Monitor
7319,Office Srl,0.7789854,Monitor
7567,Office Srl,0.819216,Monitor
8110,Office Srl,0.9039819,Immediate follow-up
8161,Office Srl,0.8778184,Immediate follow-up
8399,Office Srl,0.7872358,Monitor
15,Office Srl,0.8406486,Monitor
457,Office Srl,0.871846,Immediate follow-up
475,Office Srl,0.7646908,Monitor
1029,Office Srl,0.8711837,Immediate follow-up
1910,Office Srl,0.8180808,Monitor
2625,Office Srl,0.81662756,Monitor
3586,Office Srl,0.78661233,Monitor
3768,Office Srl,0.76124716,Monitor
3894,Office Srl,0.7845208,Monitor
4533,Office Srl,0.808455,Monitor
4657,Office Srl,0.75288266,Monitor
4709,Office Srl,0.8910048,Immediate follow-up
5645,Office Srl,0.83456993,Monitor
5721,Office Srl,0.97458935,Immediate follow-up
6292,Office Srl,0.990144,Immediate follow-up
6501,Office Srl,0.9885716,Immediate follow-up
6952,Office Srl,0.98685604,Immediate follow-up
8130,Office Srl,0.94035035,Immediate follow-up
9241,Office Srl,0.8895303,Immediate follow-up
9679,Office Srl,0.77684325,Monitor
422,Office Srl,0.7862839,Monitor
491,Office Srl,0.8284503,Monitor
504,Office Srl,0.8335395,Monitor
1840,Office Srl,0.76234126,Monitor
4256,Office Srl,0.77347475,Monitor
4445,Office Srl,0.7753601,Monitor
4859,Office Srl,0.88025284,Immediate follow-up
5157,Office Srl,0.93422645,Immediate follow-up
5593,Office Srl,0.92887133,Immediate follow-up
8116,Office Srl,0.8795772,Immediate follow-up
8131,Office Srl,0.9119895,Immediate follow-up
8171,Office Srl,0.83082324,Monitor
8349,Office Srl,0.972667,Immediate follow-up
8487,Office Srl,0.9555548,Immediate follow-up
8788,Office Srl,0.8810134,Immediate follow-up
9643,Office Srl,0.8995863,Immediate follow-up
189,Office Srl,0.88385123,Immediate follow-up
1695,Office Srl,0.7802392,Monitor
2563,Office Srl,0.7606965,Monitor
3999,Office Srl,0.8434859,Monitor
4596,Office Srl,0.7600401,Monitor
4820,Office Srl,0.9104772,Immediate follow-up
5425,Office Srl,0.9642385,Immediate follow-up
5817,Office Srl,0.9167346,Immediate follow-up
5837,Office Srl,0.93198645,Immediate follow-up
6030,Office Srl,0.93886137,Immediate follow-up
6318,Office Srl,0.9008409,Immediate follow-up
6434,Office Srl,0.8407584,Monitor
6634,Office Srl,0.8464144,Monitor
6675,Office Srl,0.8159331,Monitor
6907,Office Srl,0.7775396,Monitor
7158,Office Srl,0.8230555,Monitor
7673,Office Srl,0.87579125,Immediate follow-up
8801,Office Srl,0.83475316,Monitor
8920,Office Srl,0.8288294,Monitor
9389,Office Srl,0.88488716,Immediate follow-up
9468,Office Srl,0.8122553,Monitor
9970,Office Srl,0.90728605,Immediate follow-up
1178,Office Srl,0.76364034,Monitor
2168,Office Srl,0.7670454,Monitor
6278,Office Srl,0.8168409,Monitor
6288,Office Srl,0.90746427,Immediate follow-up
6542,Office Srl,0.90403974,Immediate follow-up
6794,Office Srl,0.9740011,Immediate follow-up
8093,Office Srl,0.91669005,Immediate follow-up
8491,Office Srl,0.9384044,Immediate follow-up
9363,Office Srl,0.992431,Immediate follow-up
9390,Office Srl,0.99460727,Immediate follow-up
615,Office Srl,0.90678054,Immediate follow-up
679,Office Srl,0.97277033,Immediate follow-up
695,Office Srl,0.87689614,Immediate follow-up
928,Office Srl,0.907868,Immediate follow-up
1473,Office Srl,0.8234389,Monitor
1639,Office Srl,0.8273794,Monitor
2891,Office Srl,0.78674877,Monitor
3308,Office Srl,0.84380066,Monitor
4249,Office Srl,0.7896155,Monitor
6642,Office Srl,0.80122197,Monitor
6768,Office Srl,0.85994494,Immediate follow-up
8850,Office Srl,0.75915873,Monitor
9026,Office Srl,0.8833063,Immediate follow-up
9528,Office Srl,0.88834417,Immediate follow-up
9975,Office Srl,0.8608871,Immediate follow-up
300,Office Srl,0.95123976,Immediate follow-up
764,Office Srl,0.91050476,Immediate follow-up
971,Office Srl,0.89068913,Immediate follow-up
2448,Office Srl,0.87239504,Immediate follow-up
1998,Office Srl,0.7760211,Monitor
2936,Office Srl,0.87964576,Immediate follow-up
3190,Office Srl,0.9691748,Immediate follow-up
3782,Office Srl,0.9448433,Immediate follow-up
4942,Office Srl,0.9927791,Immediate follow-up
5166,Office Srl,0.99140126,Immediate follow-up
5316,Office Srl,0.9936847,Immediate follow-up
5523,Office Srl,0.9934034,Immediate follow-up
6217,Office Srl,0.9922002,Immediate follow-up
6906,Office Srl,0.9920793,Immediate follow-up
7214,Office Srl,0.98796195,Immediate follow-up
8095,Office Srl,0.9938725,Immediate follow-up
8108,Office Srl,0.9911494,Immediate follow-up
8455,Office Srl,0.98985696,Immediate follow-up
9015,Office Srl,0.9405867,Immediate follow-up
1007,Office Srl,0.9089096,Immediate follow-up
1051,Office Srl,0.8616884,Immediate follow-up
1441,Office Srl,0.8307167,Monitor
4227,Office Srl,0.83269966,Monitor
4951,Office Srl,0.8216472,Monitor
8313,Office Srl,0.8140708,Monitor
8450,Office Srl,0.79053754,Monitor
9594,Office Srl,0.8139635,Monitor
9822,Office Srl,0.7575169,Monitor
236,Office Srl,0.7779289,Monitor
1038,Office Srl,0.8159677,Monitor
1466,Office Srl,0.84936714,Monitor
3362,Office Srl,0.7692867,Monitor
3508,Office Srl,0.7553958,Monitor
3909,Office Srl,0.9097762,Immediate follow-up
4794,Office Srl,0.8403951,Monitor
5985,Office Srl,0.8220612,Monitor
6155,Office Srl,0.8572245,Immediate follow-up
6181,Office Srl,0.8800175,Immediate follow-up
7580,Office Srl,0.96333694,Immediate follow-up
8537,Office Srl,0.97067505,Immediate follow-up
8678,Office Srl,0.86088675,Immediate follow-up
9334,Office Srl,0.80888,Monitor
9715,Office Srl,0.8982303,Immediate follow-up
210,Office Srl,0.83956856,Monitor
713,Office Srl,0.7856941,Monitor
799,Office Srl,0.8905434,Immediate follow-up
1016,Office Srl,0.9075075,Immediate follow-up
1142,Office Srl,0.85809904,Immediate follow-up
1354,Office Srl,0.81840557,Monitor
3813,Office Srl,0.8169336,Monitor
3961,Office Srl,0.8600142,Immediate follow-up
4392,Office Srl,0.83757,Monitor
4508,Office Srl,0.82505846,Monitor
5507,Office Srl,0.9471437,Immediate follow-up
5992,Office Srl,0.96978533,Immediate follow-up
6067,Office Srl,0.9503532,Immediate follow-up
8421,Office Srl,0.75792277,Monitor
158,Office Srl,0.80746007,Monitor
168,Office Srl,0.8249275,Monitor
1114,Office Srl,0.9080969,Immediate follow-up
2512,Office Srl,0.8718219,Immediate follow-up
3022,Office Srl,0.9257014,Immediate follow-up
4206,Office Srl,0.8604546,Immediate follow-up
4833,Office Srl,0.9005059,Immediate follow-up
5278,Office Srl,0.9032876,Immediate follow-up
5564,Office Srl,0.7873349,Monitor
6182,Office Srl,0.8166416,Monitor
6263,Office Srl,0.89542806,Immediate follow-up
7010,Office Srl,0.7894612,Monitor
7043,Office Srl,0.7681389,Monitor
7320,Office Srl,0.8093757,Monitor
8357,Office Srl,0.8234294,Monitor
8512,Office Srl,0.94993615,Immediate follow-up
8679,Office Srl,0.9749913,Immediate follow-up
9608,Office Srl,0.8537957,Immediate follow-up
9723,Office Srl,0.8314248,Monitor
9855,Office Srl,0.81236565,Monitor
9945,Office Srl,0.94121134,Immediate follow-up
51,Office Srl,0.9507557,Immediate follow-up
62,Office Srl,0.92759573,Immediate follow-up
203,Office Srl,0.84256166,Monitor
355,Office Srl,0.9011746,Immediate follow-up
1482,Office Srl,0.95815665,Immediate follow-up
1740,Office Srl,0.96165955,Immediate follow-up
1795,Office Srl,0.9765221,Immediate follow-up
1879,Office Srl,0.8661422,Immediate follow-up
2471,Office Srl,0.7693054,Monitor
2599,Office Srl,0.8322862,Monitor
2883,Office Srl,0.80956155,Monitor
3180,Office Srl,0.85289365,Immediate follow-up
3738,Office Srl,0.81479573,Monitor
4498,Office Srl,0.75603694,Monitor
5124,Office Srl,0.77417594,Monitor
5391,Office Srl,0.84973794,Monitor
5965,Office Srl,0.8247761,Monitor
7240,Office Srl,0.8851318,Immediate follow-up
7483,Office Srl,0.8863555,Immediate follow-up
8158,Office Srl,0.88665646,Immediate follow-up
8284,Office Srl,0.96296936,Immediate follow-up
9887,Office Srl,0.9436406,Immediate follow-up
384,Office Srl,0.9539677,Immediate follow-up
707,Office Srl,0.82652396,Monitor
770,Office Srl,0.97345465,Immediate follow-up
923,Office Srl,0.9688849,Immediate follow-up
1050,Office Srl,0.95867395,Immediate follow-up
1243,Office Srl,0.8965252,Immediate follow-up
1631,Office Srl,0.90894943,Immediate follow-up
1818,Office Srl,0.8136011,Monitor
2296,Office Srl,0.93079764,Immediate follow-up
2840,Office Srl,0.8739188,Immediate follow-up
3230,Office Srl,0.83785963,Monitor
3575,Office Srl,0.7916051,Monitor
4326,Office Srl,0.84344405,Monitor
4531,Office Srl,0.8323798,Monitor
5051,Office Srl,0.8516145,Immediate follow-up
5244,Office Srl,0.82624364,Monitor
5719,Office Srl,0.8180923,Monitor
2378,Office Srl,0.78446364,Monitor
2467,Office Srl,0.78537965,Monitor
2524,Office Srl,0.761311,Monitor
3121,Office Srl,0.91383183,Immediate follow-up
3532,Office Srl,0.85556805,Immediate follow-up
3903,Office Srl,0.97471434,Immediate follow-up
4156,Office Srl,0.9542481,Immediate follow-up
4578,Office Srl,0.9599594,Immediate follow-up
4775,Office Srl,0.90963507,Immediate follow-up
4823,Office Srl,0.8569851,Immediate follow-up
4947,Office Srl,0.7804566,Monitor
5059,Office Srl,0.8571564,Immediate follow-up
5400,Office Srl,0.94869566,Immediate follow-up
6009,Office Srl,0.8879888,Immediate follow-up
6759,Office Srl,0.8644854,Immediate follow-up
7218,Office Srl,0.9237455,Immediate follow-up
7302,Office Srl,0.88796324,Immediate follow-up
7453,Office Srl,0.864455,Immediate follow-up
7728,Office Srl,0.883175,Immediate follow-up
7767,Office Srl,0.85806966,Immediate follow-up
8570,Office Srl,0.9514856,Immediate follow-up
9955,Office Srl,0.9570979,Immediate follow-up
429,Office Srl,0.9270272,Immediate follow-up
692,Office Srl,0.94350696,Immediate follow-up
1197,Office Srl,0.96100163,Immediate follow-up
1753,Office Srl,0.9186705,Immediate follow-up
1866,Office Srl,0.8912222,Immediate follow-up
4072,Office Srl,0.92437285,Immediate follow-up
6428,Office Srl,0.82955396,Monitor
6667,Office Srl,0.801577,Monitor
358,Office Srl,0.77934396,Monitor
917,Office Srl,0.7943656,Monitor
1047,Office Srl,0.7547503,Monitor
2163,Office Srl,0.8994492,Immediate follow-up
2930,Office Srl,0.90047044,Immediate follow-up
3523,Office Srl,0.8240838,Monitor
4348,Office Srl,0.81521356,Monitor
4851,Office Srl,0.90386224,Immediate follow-up
5456,Office Srl,0.7687503,Monitor
1176,Office Srl,0.83177227,Monitor
1567,Office Srl,0.7976963,Monitor
1612,Office Srl,0.76882815,Monitor
2071,Office Srl,0.7607858,Monitor
2772,Office Srl,0.77676266,Monitor
3105,Office Srl,0.9182229,Immediate follow-up
4153,Office Srl,0.84644306,Monitor
4958,Office Srl,0.8066318,Monitor
6355,Office Srl,0.9088356,Immediate follow-up
6674,Office Srl,0.90836865,Immediate follow-up
7736,Office Srl,0.88496035,Immediate follow-up
8325,Office Srl,0.9261009,Immediate follow-up
8535,Office Srl,0.89573133,Immediate follow-up
9391,Office Srl,0.95202786,Immediate follow-up
624,Office Srl,0.92339504,Immediate follow-up
2656,Office Srl,0.9374615,Immediate follow-up
2832,Office Srl,0.97257024,Immediate follow-up
2925,Office Srl,0.9164739,Immediate follow-up
3017,Office Srl,0.9586188,Immediate follow-up
3098,Office Srl,0.80254376,Monitor
3377,Office Srl,0.7869819,Monitor
3833,Office Srl,0.77596563,Monitor
4110,Office Srl,0.8602175,Immediate follow-up
4151,Office Srl,0.79326385,Monitor
5995,Office Srl,0.7773391,Monitor
6602,Office Srl,0.76612055,Monitor
7691,Office Srl,0.7575881,Monitor
7970,Office Srl,0.7702843,Monitor
9196,Office Srl,0.8062134,Monitor
3161,Office Srl,0.7889537,Monitor
3244,Office Srl,0.78486764,Monitor
3423,Office Srl,0.85372937,Immediate follow-up
4886,Office Srl,0.8609928,Immediate follow-up
5007,Office Srl,0.87442696,Immediate follow-up
5694,Office Srl,0.82835054,Monitor
6014,Office Srl,0.8207389,Monitor
6039,Office Srl,0.8951293,Immediate follow-up
7132,Office Srl,0.8415801,Monitor
9164,Office Srl,0.85327953,Immediate follow-up
950,Office Srl,0.75577384,Monitor
7676,Office Srl,0.7720606,Monitor
8070,Office Srl,0.76693946,Monitor
8312,Office Srl,0.7868861,Monitor
8627,Office Srl,0.77531624,Monitor
8961,Office Srl,0.8049224,Monitor
571,Office Srl,0.8514703,Immediate follow-up
1524,Office Srl,0.8861738,Immediate follow-up
1701,Office Srl,0.9196082,Immediate follow-up
2128,Office Srl,0.90387434,Immediate follow-up
2135,Office Srl,0.88449675,Immediate follow-up
2162,Office Srl,0.8401401,Monitor
2336,Office Srl,0.9644011,Immediate follow-up
2356,Office Srl,0.9457232,Immediate follow-up
2528,Office Srl,0.75828147,Monitor
4509,Office Srl,0.83457196,Monitor
6478,Office Srl,0.76247543,Monitor
7497,Office Srl,0.88368434,Immediate follow-up
7873,Office Srl,0.9486169,Immediate follow-up
7933,Office Srl,0.9428217,Immediate follow-up
7951,Office Srl,0.9628893,Immediate follow-up
8646,Office Srl,0.80633163,Monitor
9552,Office Srl,0.85807824,Immediate follow-up
9817,Office Srl,0.78042334,Monitor
1551,Office Srl,0.75294715,Monitor
3164,Office Srl,0.7930897,Monitor
3356,Office Srl,0.8550143,Immediate follow-up
4089,Office Srl,0.79962623,Monitor
4333,Office Srl,0.7821489,Monitor
4434,Office Srl,0.84781396,Monitor
4841,Office Srl,0.84476733,Monitor
5049,Office Srl,0.91079473,Immediate follow-up
5495,Office Srl,0.89127374,Immediate follow-up
5733,Office Srl,0.91611433,Immediate follow-up
6087,Office Srl,0.9204989,Immediate follow-up
6530,Office Srl,0.971273,Immediate follow-up
6739,Office Srl,0.96417654,Immediate follow-up
6823,Office Srl,0.8480495,Monitor
6888,Office Srl,0.90589297,Immediate follow-up
9641,Office Srl,0.93786997,Immediate follow-up
911,Office Srl,0.9756309,Immediate follow-up
1062,Office Srl,0.84080905,Monitor
2031,Office Srl,0.8474913,Monitor
2445,Office Srl,0.8491546,Monitor
2551,Office Srl,0.8388131,Monitor
5434,Office Srl,0.7768781,Monitor
152,Office Srl,0.8303898,Monitor
440,Office Srl,0.8408893,Monitor
1343,Office Srl,0.7883376,Monitor
2740,Office Srl,0.79294664,Monitor
3350,Office Srl,0.88972795,Immediate follow-up
3576,Office Srl,0.93845046,Immediate follow-up
3776,Office Srl,0.97171175,Immediate follow-up
5654,Office Srl,0.9003969,Immediate follow-up
8050,Office Srl,0.7728487,Monitor
893,Office Srl,0.8191803,Monitor
1594,Office Srl,0.7551156,Monitor
1022,Office Srl,0.7885335,Monitor
1657,Office Srl,0.8085721,Monitor
3042,Office Srl,0.789298,Monitor
5084,Office Srl,0.88161117,Immediate follow-up
9215,Office Srl,0.77746,Monitor
1628,Office Srl,0.7753189,Monitor
1943,Office Srl,0.8197704,Monitor
2475,Office Srl,0.8066036,Monitor
4675,Office Srl,0.7840563,Monitor
5082,Office Srl,0.75543076,Monitor
5151,Office Srl,0.83764744,Monitor
5548,Office Srl,0.7520463,Monitor
5603,Office Srl,0.84429127,Monitor
9153,Office Srl,0.8150782,Monitor
9542,Office Srl,0.7823678,Monitor
1383,Office Srl,0.8476951,Monitor
1946,Office Srl,0.84486383,Monitor
4314,Office Srl,0.77213347,Monitor
4969,Office Srl,0.87116706,Immediate follow-up
5751,Office Srl,0.82476866,Monitor
6169,Office Srl,0.7711404,Monitor
6527,Office Srl,0.80775005,Monitor
9240,Office Srl,0.7548923,Monitor
139,Office Srl,0.7784925,Monitor
2576,Office Srl,0.7945809,Monitor
3869,Office Srl,0.7968445,Monitor
1400,Office Srl,0.7902065,Monitor
3907,Office Srl,0.79350364,Monitor
6197,Office Srl,0.7706846,Monitor
9255,Office Srl,0.76173496,Monitor
9462,Office Srl,0.82357275,Monitor
9980,Office Srl,0.8335148,Monitor
391,Office Srl,0.8610338,Immediate follow-up
747,Office Srl,0.7592369,Monitor
1081,Office Srl,0.81663984,Monitor
1897,Office Srl,0.8009376,Monitor
2113,Office Srl,0.8618636,Immediate follow-up
2602,Office Srl,0.9031923,Immediate follow-up
3950,Office Srl,0.8162741,Monitor
5230,Office Srl,0.82006156,Monitor
7131,Office Srl,0.9094028,Immediate follow-up
8203,Office Srl,0.7822616,Monitor
9225,Office Srl,0.8035922,Monitor
