invoice_id,vendor_id,amount,due_in_days,rating,gl_code,invoice_date,due_date,payment_status,label,is_overdue,urgency_score,high_risk_vendor,invoice_age,due_weekday,due_month,due_month_end_flag,due_quarter,vendor_avg_delay,vendor_late_rate,vendor_recent_risk,category_econ_index,vendor_avg_discount,invoice_month,vendor_monthly_volume,category_IT,category_Logistics,category_Maintenance,category_Office Supplies,company_code_C002,company_code_C003,vendor_region_APAC,vendor_region_EMEA,payment_term_45D,payment_term_60D,block_reason_missing PO,block_reason_none,block_reason_price mismatch,risk_score,vendor_name
9357,A002,4670,1,3,400100,2025-04-29 14:33:10.482809,2025-05-29 14:33:10.482809,late,1,0,2335.0,0,45,3,5,0,2,9.957027300303336,0.647118301314459,0.8,1.092797576724562,0.005808361216819946,2025-05,605,False,False,False,False,True,False,False,False,False,True,False,True,False,0.59771353,Office Srl
15,A002,1600,7,4,400100,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,on_time,0,0,200.0,0,44,6,6,1,2,9.957027300303336,0.647118301314459,0.7,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,False,False,True,False,False,False,False,0.8406486,Office Srl
69,A002,3220,6,4,400100,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,on_time,0,0,460.0,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.7,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,True,False,False,False,False,True,False,0.3613024,Office Srl
457,A002,1898,-10,3,400200,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,1,172.54545454545453,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.7,1.092797576724562,0.005808361216819946,2025-05,605,False,False,False,False,False,False,True,False,False,False,False,False,True,0.871846,Office Srl
475,A002,1835,-8,4,400100,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,1,203.88888888888889,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.7,1.1802857225639665,0.005808361216819946,2025-05,605,False,False,True,False,False,True,True,False,False,False,False,False,False,0.7646908,Office Srl
1029,A002,1198,10,5,400100,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,108.9090909090909,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.7,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,True,False,False,True,True,False,False,False,False,0.8711837,Office Srl
1910,A002,444,13,5,400200,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,31.714285714285715,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.7,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,True,False,False,True,False,False,False,True,0.8180808,Office Srl
2138,A002,3188,20,3,400200,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,on_time,0,0,151.8095238095238,0,44,6,6,1,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,False,False,True,True,False,False,True,False,0.17376025,Office Srl
2147,A002,4512,29,5,400300,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,on_time,0,0,150.4,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.5,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6489196,Office Srl
2625,A002,3146,22,4,400200,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,136.7826086956522,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,True,False,True,False,True,True,False,False,0.81662756,Office Srl
3188,A002,4738,22,5,400200,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,on_time,0,0,206.0,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-05,605,False,False,False,True,False,True,False,True,False,True,False,False,True,0.6800474,Office Srl
3553,A002,2974,-8,2,400300,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,on_time,0,1,330.44444444444446,1,44,5,6,1,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,True,False,False,True,False,False,False,True,False,0.7000756,Office Srl
3586,A002,2888,2,5,400100,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,962.6666666666666,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,True,False,False,True,False,False,True,False,False,0.78661233,Office Srl
3768,A002,4162,7,1,400300,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,late,1,0,520.25,1,44,6,6,1,2,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,True,False,False,True,False,True,False,False,0.76124716,Office Srl
3862,A002,2777,20,3,400100,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,132.23809523809524,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-05,605,False,False,True,False,False,False,False,True,False,False,False,False,False,0.72425693,Office Srl
3894,A002,3068,27,1,400300,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,109.57142857142857,1,44,5,6,1,2,9.957027300303336,0.647118301314459,0.6,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,True,False,True,False,True,False,True,False,False,0.7845208,Office Srl
4533,A002,4794,21,3,400200,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,217.9090909090909,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,True,True,False,False,True,False,False,False,0.808455,Office Srl
4657,A002,804,29,1,400200,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,26.8,1,44,5,6,1,2,9.957027300303336,0.647118301314459,0.7,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,True,False,False,False,False,True,False,True,False,0.75288266,Office Srl
4709,A002,3441,20,4,400200,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,163.85714285714286,0,44,4,5,0,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,True,True,False,True,False,True,False,False,0.8910048,Office Srl
5645,A002,1812,13,3,400200,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,129.42857142857142,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.8,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,False,True,False,True,False,False,False,0.83456993,Office Srl
5721,A002,2682,27,1,400100,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,95.78571428571429,1,44,5,6,1,2,9.957027300303336,0.647118301314459,0.9,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,True,False,False,True,False,True,False,False,0.97458935,Office Srl
6292,A002,548,3,4,400100,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,late,1,0,137.0,0,44,5,6,1,2,9.957027300303336,0.647118301314459,1.0,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,True,False,False,False,False,False,False,False,True,0.990144,Office Srl
6501,A002,197,-9,2,400300,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,1,19.7,1,44,4,5,0,2,9.957027300303336,0.647118301314459,1.0,0.8624074561769747,0.005808361216819946,2025-05,605,False,False,False,True,True,False,False,False,False,False,False,False,False,0.9885716,Office Srl
6952,A002,822,-1,2,400300,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,late,1,1,411.0,1,44,6,6,1,2,9.957027300303336,0.647118301314459,1.0,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,False,False,True,True,False,False,True,False,0.98685604,Office Srl
8130,A002,3836,3,4,400100,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,959.0,0,44,4,5,0,2,9.957027300303336,0.647118301314459,1.0,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,True,False,True,False,True,False,False,True,False,0.94035035,Office Srl
8462,A002,1595,19,3,400200,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,on_time,0,0,79.75,0,44,6,6,1,2,9.957027300303336,0.647118301314459,0.9,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,True,False,False,False,False,False,False,True,False,0.65301394,Office Srl
8891,A002,4272,28,3,400200,2025-04-30 14:33:10.482809,2025-06-14 14:33:10.482809,on_time,0,0,147.31034482758622,0,44,5,6,1,2,9.957027300303336,0.647118301314459,0.8,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,True,False,False,False,False,True,False,0.3946088,Office Srl
9241,A002,1181,1,1,400300,2025-04-30 14:33:10.482809,2025-05-30 14:33:10.482809,late,1,0,590.5,1,44,4,5,0,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,False,False,False,True,False,False,False,True,0.8895303,Office Srl
9679,A002,2063,8,1,400200,2025-04-30 14:33:10.482809,2025-06-29 14:33:10.482809,on_time,0,0,229.22222222222223,1,44,6,6,1,2,9.957027300303336,0.647118301314459,0.7,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,True,False,False,True,True,False,False,False,True,0.77684325,Office Srl
422,A002,2840,13,4,400200,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,202.85714285714286,0,43,0,6,1,2,9.957027300303336,0.647118301314459,0.7,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,True,False,False,False,False,False,False,False,0.7862839,Office Srl
491,A002,1542,11,2,400100,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,128.5,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.7,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,True,False,False,True,False,True,False,False,False,0.8284503,Office Srl
504,A002,2819,18,5,400100,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,late,1,0,148.3684210526316,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.7,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,True,False,True,False,True,False,True,False,False,0.8335395,Office Srl
1565,A002,672,7,1,400200,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,on_time,0,0,84.0,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.6,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,True,False,False,False,True,True,False,False,0.70190877,Office Srl
1840,A002,3698,20,2,400300,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,176.0952380952381,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.6,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,True,True,False,False,False,False,True,False,0.76234126,Office Srl
2285,A002,2339,-7,3,400200,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,on_time,0,1,292.375,0,43,6,6,1,2,9.957027300303336,0.647118301314459,0.5,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,True,False,False,True,False,True,False,False,False,0.6142497,Office Srl
2309,A002,3349,11,2,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,on_time,0,0,279.0833333333333,1,43,5,5,0,2,9.957027300303336,0.647118301314459,0.5,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,False,False,True,True,False,True,False,False,0.5970523,Office Srl
2322,A002,4454,25,1,400300,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,on_time,0,0,171.30769230769232,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.5,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,True,True,False,True,False,False,False,False,0.6221661,Office Srl
2735,A002,2560,26,5,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,late,1,0,94.81481481481481,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-05,605,False,False,False,True,False,False,True,False,True,False,False,False,True,0.70460355,Office Srl
2781,A002,3865,8,3,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,late,1,0,429.44444444444446,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.6,0.949816047538945,0.005808361216819946,2025-05,605,False,True,False,False,False,False,False,False,False,False,True,False,False,0.7367854,Office Srl
2865,A002,968,20,2,400300,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,46.095238095238095,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,False,False,False,False,False,False,False,True,0.68977666,Office Srl
3138,A002,2170,11,1,400100,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,180.83333333333334,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,True,True,False,True,False,False,True,False,0.7161023,Office Srl
3217,A002,3767,-4,4,400200,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,on_time,0,1,753.4,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.5,1.1802857225639665,0.005808361216819946,2025-05,605,False,False,True,False,False,True,True,False,False,True,False,False,False,0.552567,Office Srl
3843,A002,3298,23,4,400200,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,on_time,0,0,137.41666666666666,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.5,1.092797576724562,0.005808361216819946,2025-05,605,False,False,False,False,False,False,True,False,True,False,False,False,False,0.63315916,Office Srl
4244,A002,3558,-1,2,400300,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,1,1779.0,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.5,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,True,True,False,False,True,False,False,False,0.72317445,Office Srl
4256,A002,4915,8,5,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,late,1,0,546.1111111111111,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-05,605,False,False,True,False,True,False,True,False,True,False,False,False,True,0.77347475,Office Srl
4445,A002,1402,19,2,400200,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,70.1,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.7,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,False,True,False,True,False,False,True,False,0.7753601,Office Srl
4859,A002,2513,16,5,400100,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,147.8235294117647,0,43,0,6,1,2,9.957027300303336,0.647118301314459,0.8,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,False,False,False,False,True,True,False,False,0.88025284,Office Srl
5157,A002,4987,7,5,400100,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,623.375,0,43,6,6,1,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,True,False,False,True,True,False,False,False,True,0.93422645,Office Srl
5593,A002,3779,29,3,400100,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,125.96666666666667,0,43,6,6,1,2,9.957027300303336,0.647118301314459,0.8,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,False,False,False,False,False,False,False,True,0.92887133,Office Srl
8116,A002,2576,6,2,400200,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,368.0,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.8,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,False,False,True,False,False,False,True,False,0.8795772,Office Srl
8131,A002,2484,-1,1,400300,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,1,1242.0,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.8,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,True,False,True,False,False,False,False,True,0.9119895,Office Srl
8171,A002,4336,13,3,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,on_time,0,0,309.7142857142857,0,43,5,5,0,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-05,605,True,False,False,False,False,False,False,False,False,False,False,False,True,0.83082324,Office Srl
8349,A002,2967,29,2,400300,2025-05-01 14:33:10.482809,2025-05-31 14:33:10.482809,late,1,0,98.9,1,43,5,5,0,2,9.957027300303336,0.647118301314459,0.9,1.1802857225639665,0.005808361216819946,2025-05,605,False,False,True,False,True,False,True,False,False,False,False,False,True,0.972667,Office Srl
8487,A002,2152,16,1,400100,2025-05-01 14:33:10.482809,2025-06-15 14:33:10.482809,late,1,0,126.58823529411765,1,43,6,6,1,2,9.957027300303336,0.647118301314459,0.9,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,True,False,True,False,False,False,True,False,False,0.9555548,Office Srl
8565,A002,3675,21,3,400100,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,on_time,0,0,167.04545454545453,0,43,0,6,1,2,9.957027300303336,0.647118301314459,0.8,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,False,True,False,False,False,False,False,0.74986976,Office Srl
8788,A002,246,8,2,400300,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,27.333333333333332,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.8,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,False,False,False,True,False,False,True,False,0.8810134,Office Srl
9643,A002,3918,13,1,400100,2025-05-01 14:33:10.482809,2025-06-30 14:33:10.482809,late,1,0,279.85714285714283,1,43,0,6,1,2,9.957027300303336,0.647118301314459,0.8,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,True,False,False,False,True,False,True,False,False,0.8995863,Office Srl
189,A002,4107,8,2,400200,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,0,456.3333333333333,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,True,False,False,False,True,False,False,True,0.88385123,Office Srl
402,A002,1897,28,4,400200,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,on_time,0,0,65.41379310344827,0,42,1,7,0,3,9.957027300303336,0.647118301314459,0.7,1.0394633936788147,0.005808361216819946,2025-07,480,True,False,False,False,True,False,False,True,False,False,False,True,False,0.33632314,Office Srl
470,A002,3702,-7,1,400100,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,on_time,0,1,462.75,1,42,1,7,0,3,9.957027300303336,0.647118301314459,0.6,0.8624074561769747,0.005808361216819946,2025-07,480,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6761072,Office Srl
583,A002,2000,8,2,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,on_time,0,0,222.22222222222223,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,True,False,True,False,False,False,False,False,True,0.582499,Office Srl
721,A002,2272,26,5,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,0,84.14814814814815,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.6,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,True,False,False,False,True,False,False,False,True,0.7464445,Office Srl
873,A002,3742,20,1,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,on_time,0,0,178.1904761904762,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.5,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,True,False,False,True,True,False,True,False,False,0.6732398,Office Srl
1695,A002,3560,-4,5,400200,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,1,712.0,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,True,False,False,False,False,True,False,False,True,0.7802392,Office Srl
2339,A002,1312,-9,3,400100,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,late,1,1,131.2,0,42,1,7,0,3,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-07,480,True,False,False,False,True,False,False,False,False,True,False,True,False,0.73379225,Office Srl
2563,A002,4846,-4,2,400300,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,late,1,1,969.2,1,42,1,7,0,3,9.957027300303336,0.647118301314459,0.6,1.0394633936788147,0.005808361216819946,2025-07,480,True,False,False,False,False,False,False,True,False,False,True,False,False,0.7606965,Office Srl
3283,A002,2226,30,2,400300,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,on_time,0,0,71.80645161290323,1,42,1,7,0,3,9.957027300303336,0.647118301314459,0.5,1.092797576724562,0.005808361216819946,2025-07,480,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6034918,Office Srl
3592,A002,1089,2,1,400200,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,0,363.0,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.5,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,False,False,True,True,False,True,False,False,0.6628696,Office Srl
3979,A002,2689,-2,2,400200,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,1,896.3333333333334,1,42,6,6,1,2,9.957027300303336,0.647118301314459,0.6,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,True,False,False,True,False,False,False,False,False,0.7480591,Office Srl
3999,A002,2091,5,2,400300,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,0,348.5,1,42,6,6,1,2,9.957027300303336,0.647118301314459,0.7,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,False,False,True,False,True,False,False,False,0.8434859,Office Srl
4596,A002,4470,27,3,400300,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,late,1,0,159.64285714285714,0,42,1,7,0,3,9.957027300303336,0.647118301314459,0.8,1.1802857225639665,0.005808361216819946,2025-07,480,False,False,True,False,False,True,False,True,False,False,False,False,True,0.7600401,Office Srl
4820,A002,1621,19,1,400200,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,0,81.05,1,42,6,6,1,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,True,False,False,False,False,False,False,True,0.9104772,Office Srl
5425,A002,644,-3,4,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,1,161.0,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.9,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9642385,Office Srl
5817,A002,507,-6,5,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,on_time,0,1,72.42857142857143,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.8,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9167346,Office Srl
5837,A002,2799,30,5,400100,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,0,90.29032258064517,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.8,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,True,False,True,False,True,False,False,False,0.93198645,Office Srl
6030,A002,1356,-3,4,400100,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,1,339.0,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.8,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,False,False,False,False,False,False,False,False,False,0.93886137,Office Srl
6318,A002,3467,18,2,400300,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,on_time,0,0,182.47368421052633,1,42,6,6,1,2,9.957027300303336,0.647118301314459,0.8,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,False,True,False,True,False,True,True,False,False,0.9008409,Office Srl
6434,A002,1285,9,4,400100,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,on_time,0,0,128.5,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.7,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,True,False,False,False,False,True,False,False,0.8407584,Office Srl
6634,A002,3413,5,5,400300,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,late,1,0,568.8333333333334,0,42,1,7,0,3,9.957027300303336,0.647118301314459,0.7,0.949816047538945,0.005808361216819946,2025-07,480,False,True,False,False,False,False,False,True,False,False,False,False,True,0.8464144,Office Srl
6675,A002,4304,-4,2,400100,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,1,860.8,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.7,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,False,False,False,True,False,False,False,True,False,0.8159331,Office Srl
6907,A002,218,24,3,400300,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,0,8.72,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.7,1.092797576724562,0.005808361216819946,2025-06,667,False,False,False,False,True,False,True,False,False,False,False,False,False,0.7775396,Office Srl
7158,A002,3626,-7,3,400200,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,1,453.25,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.7,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8230555,Office Srl
7673,A002,2439,20,5,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,0,116.14285714285714,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.7,1.0394633936788147,0.005808361216819946,2025-06,667,True,False,False,False,True,False,False,False,True,False,True,False,False,0.87579125,Office Srl
8319,A002,4472,1,2,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,on_time,0,0,2236.0,1,42,0,6,1,2,9.957027300303336,0.647118301314459,0.7,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,True,True,False,False,True,False,True,False,0.5145259,Office Srl
8390,A002,4267,16,3,400100,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,on_time,0,0,251.0,0,42,6,6,1,2,9.957027300303336,0.647118301314459,0.6,0.8624074561769747,0.005808361216819946,2025-06,667,False,False,False,True,False,False,True,False,True,False,False,False,False,0.72745097,Office Srl
8801,A002,3402,3,5,400300,2025-05-02 14:33:10.482809,2025-06-16 14:33:10.482809,late,1,0,850.5,0,42,0,6,1,2,9.957027300303336,0.647118301314459,0.6,1.1802857225639665,0.005808361216819946,2025-06,667,False,False,True,False,False,True,False,True,False,False,True,False,False,0.83475316,Office Srl
8920,A002,1483,4,2,400300,2025-05-02 14:33:10.482809,2025-06-01 14:33:10.482809,late,1,0,296.6,1,42,6,6,1,2,9.957027300303336,0.647118301314459,0.7,0.949816047538945,0.005808361216819946,2025-06,667,False,True,False,False,True,False,True,False,True,False,False,False,True,0.8288294,Office Srl
9389,A002,885,19,4,400100,2025-05-02 14:33:10.482809,2025-07-01 14:33:10.482809,late,1,0,44.25,0,42,1,7,0,3,9.957027300303336,0.647118301314459,0.8,1.092797576724562,0.005808361216819946,2025-07,480,False,False,False,False,True,False,False,False,False,False,False,False,False,0.88488716,Office Srl
